filename,roughness_score
30673.png,78.9
48834.png,36.64
45216.png,58.59
04568.png,48.46
28205.png,72.94
64814.png,67.53
18062.png,66.97
21502.png,17.69
41364.png,62.92
35910.png,24.98
04512.png,14.0
42093.png,82.72
14619.png,65.53
11530.png,90.2
41075.png,83.02
69219.png,24.99
27893.png,81.63
68066.png,31.16
37695.png,93.71
24918.png,75.11
20949.png,19.65
44814.png,94.32
59475.png,82.78
39169.png,10.62
27680.png,61.84
66604.png,65.42
60568.png,19.81
27514.png,76.36
17748.png,92.08
57112.png,96.31
43210.png,66.09
42792.png,56.6
47214.png,86.02
32455.png,52.79
15045.png,73.18
15205.png,60.02
49206.png,49.97
46264.png,80.49
00931.png,68.88
03521.png,84.27
14582.png,74.52
23041.png,70.73
68735.png,84.33
25948.png,78.14
19833.png,48.03
09232.png,74.86
24479.png,30.78
64062.png,45.19
02591.png,68.44
40633.png,69.39
35921.png,70.06
18300.png,69.66
50635.png,85.42
66233.png,88.43
21544.png,51.85
68448.png,36.8
63629.png,13.11
02405.png,80.22
03973.png,39.72
69432.png,49.89
26769.png,21.37
07022.png,49.72
39041.png,71.19
32464.png,75.17
32288.png,70.62
34740.png,1.93
54546.png,84.84
56072.png,60.94
22237.png,64.53
03999.png,12.43
25682.png,88.37
66430.png,67.47
53383.png,86.09
54787.png,62.09
05269.png,68.15
58223.png,81.01
02685.png,18.75
61216.png,62.64
59066.png,48.92
48626.png,59.03
08204.png,78.97
25677.png,21.87
65580.png,61.59
56715.png,62.25
32508.png,83.46
18507.png,27.41
55695.png,70.8
25414.png,70.78
45734.png,47.24
61448.png,72.83
03907.png,61.53
51721.png,29.15
61853.png,79.79
45057.png,79.15
65565.png,48.94
41707.png,16.03
17957.png,35.61
44902.png,76.15
39841.png,78.08
55872.png,69.08
48579.png,3.55
26792.png,58.16
14307.png,86.67
53377.png,43.94
39319.png,72.73
19026.png,76.25
02838.png,21.24
55046.png,48.44
50703.png,80.23
49034.png,89.39
48532.png,45.63
03615.png,56.68
18855.png,51.26
07623.png,7.97
30138.png,37.4
42691.png,57.1
06549.png,42.99
25018.png,73.72
21956.png,82.12
63813.png,27.16
38096.png,86.07
37868.png,29.53
27683.png,62.97
00915.png,85.62
48847.png,64.66
56108.png,72.21
67765.png,40.59
10483.png,87.35
35007.png,59.53
15255.png,90.11
57189.png,61.38
69090.png,92.15
57710.png,21.24
23104.png,21.44
03496.png,67.49
30749.png,46.02
47186.png,59.72
09351.png,57.63
48700.png,82.01
21742.png,53.68
69883.png,78.91
19243.png,47.78
02200.png,93.59
31775.png,83.5
34486.png,77.25
30507.png,2.79
56015.png,49.72
25381.png,31.01
65736.png,29.88
21592.png,37.69
34717.png,72.46
21503.png,55.19
27025.png,89.93
23495.png,44.62
37212.png,23.02
23859.png,29.38
66846.png,73.17
43708.png,71.25
13305.png,10.05
37692.png,56.07
39984.png,84.58
62542.png,29.6
08564.png,69.13
19212.png,76.22
34683.png,8.03
03770.png,28.82
37734.png,90.62
36117.png,73.35
26159.png,80.4
67272.png,78.75
16924.png,55.55
07799.png,75.3
49032.png,17.17
00595.png,55.45
34075.png,83.64
58224.png,65.17
41933.png,90.05
32423.png,50.3
28544.png,58.58
41769.png,36.2
56700.png,42.07
58967.png,58.67
16418.png,62.25
60830.png,59.32
01192.png,59.45
18186.png,26.18
27130.png,77.78
69473.png,56.35
55409.png,62.62
05569.png,60.8
41398.png,68.92
50089.png,13.56
42115.png,30.93
15151.png,49.53
50132.png,54.51
46131.png,94.87
50101.png,83.87
36203.png,24.01
50199.png,81.96
55113.png,82.6
11015.png,78.51
34281.png,46.79
63685.png,72.11
44761.png,48.54
63810.png,31.59
51679.png,81.9
56688.png,9.01
18983.png,84.63
45610.png,76.36
57187.png,41.87
01838.png,67.78
07701.png,63.85
50688.png,44.79
01736.png,37.75
59264.png,20.07
56449.png,88.5
09510.png,38.01
48697.png,73.72
01210.png,55.51
40501.png,70.39
69425.png,79.69
24158.png,37.3
10913.png,86.3
02144.png,94.61
50792.png,62.8
41914.png,20.33
68463.png,31.27
62772.png,61.32
02713.png,79.38
24900.png,48.2
26866.png,46.0
59606.png,71.81
65873.png,82.37
50447.png,59.27
43305.png,89.93
12812.png,66.4
28598.png,17.19
59533.png,52.28
19047.png,41.33
49543.png,62.86
13691.png,29.94
53728.png,80.28
68700.png,76.6
32634.png,78.34
44954.png,82.77
49852.png,82.8
52166.png,36.52
13455.png,89.39
40231.png,34.75
15587.png,46.62
44976.png,68.91
49767.png,66.69
15827.png,72.49
41165.png,56.44
02254.png,63.55
57689.png,56.76
45447.png,25.23
59720.png,62.79
14993.png,85.62
28678.png,58.4
38418.png,28.19
09435.png,32.18
37282.png,97.37
48983.png,81.95
47142.png,38.42
18839.png,93.34
50000.png,55.44
15960.png,70.66
36036.png,72.84
62899.png,19.61
52443.png,26.61
51733.png,90.12
61313.png,68.48
63759.png,65.02
17678.png,41.01
32250.png,72.94
59841.png,76.24
65227.png,69.55
25637.png,51.09
20810.png,64.12
21223.png,66.1
17020.png,83.44
02960.png,87.9
69057.png,88.08
00863.png,89.77
30596.png,50.47
15006.png,66.34
55430.png,61.21
61669.png,46.68
24250.png,66.18
11301.png,24.22
36587.png,45.99
07950.png,50.88
08359.png,88.34
28434.png,58.34
39939.png,67.77
40270.png,63.0
65660.png,87.42
12105.png,54.0
28220.png,79.92
62751.png,80.28
34357.png,40.86
63616.png,58.2
28231.png,83.31
04514.png,72.27
47023.png,68.51
60322.png,16.97
50306.png,88.59
67860.png,69.52
54527.png,67.82
49657.png,72.21
05770.png,83.53
56951.png,57.27
08604.png,64.46
06413.png,75.28
68989.png,94.61
45914.png,37.57
14407.png,12.69
37523.png,61.96
53093.png,7.28
36529.png,35.52
24858.png,73.63
08392.png,92.65
56100.png,21.65
63516.png,90.41
52329.png,81.84
13188.png,72.48
53646.png,69.33
12927.png,94.14
13727.png,45.49
56641.png,81.88
32076.png,70.15
54292.png,66.68
69157.png,48.85
34835.png,63.08
29090.png,44.89
42580.png,5.26
51374.png,54.83
63439.png,53.91
03323.png,39.52
20739.png,74.65
24346.png,22.64
33069.png,82.02
34582.png,59.91
44546.png,79.37
31544.png,59.77
20532.png,32.23
36135.png,41.91
61444.png,30.32
42368.png,71.32
43484.png,59.43
61178.png,48.16
51384.png,70.17
53213.png,50.05
60611.png,48.65
20257.png,43.79
43014.png,86.91
22314.png,68.63
19489.png,69.39
16887.png,58.64
42522.png,77.02
56499.png,77.49
30703.png,67.15
51488.png,74.82
31771.png,0.24
00286.png,54.12
09570.png,67.16
26830.png,72.86
56394.png,19.23
05723.png,79.32
19945.png,30.47
60028.png,63.37
45878.png,29.83
01625.png,43.65
06253.png,83.23
24468.png,39.24
26194.png,33.47
15413.png,80.69
61761.png,63.67
37935.png,56.21
49568.png,83.46
58717.png,86.02
36649.png,62.08
41577.png,90.74
47254.png,75.25
38692.png,50.15
40606.png,66.91
20151.png,44.59
51010.png,12.94
18032.png,65.17
40764.png,69.34
21316.png,89.43
61506.png,80.61
02376.png,90.03
22140.png,78.71
22387.png,33.38
08629.png,79.2
64490.png,49.61
40839.png,51.08
16628.png,58.11
30268.png,54.41
22463.png,77.69
57404.png,74.05
36631.png,64.93
34046.png,7.22
16423.png,82.84
42605.png,75.41
63450.png,26.5
26370.png,89.55
08813.png,72.54
56379.png,72.0
48783.png,51.24
04499.png,11.76
61955.png,66.21
61049.png,42.01
33213.png,96.32
39040.png,75.98
31497.png,20.15
69796.png,81.73
39619.png,78.94
03042.png,85.84
66941.png,0.65
53266.png,72.42
55258.png,17.18
51742.png,81.76
35542.png,70.48
64161.png,13.04
05900.png,80.43
37246.png,40.69
08909.png,81.24
28489.png,86.33
02041.png,82.66
21265.png,72.88
58342.png,60.92
19348.png,92.67
63225.png,87.97
42067.png,83.56
48210.png,97.69
07556.png,72.93
57551.png,71.23
10263.png,15.93
68621.png,70.66
54376.png,79.44
17837.png,66.37
29073.png,80.59
43136.png,71.84
31872.png,66.04
12570.png,71.11
45680.png,7.66
19912.png,69.95
18761.png,62.27
63132.png,32.3
21729.png,62.6
37930.png,64.14
02952.png,43.54
64130.png,38.15
26808.png,14.43
39103.png,51.55
53296.png,44.39
38598.png,64.16
25716.png,59.16
14296.png,75.68
16073.png,50.77
63422.png,83.34
57842.png,85.1
42025.png,46.2
00842.png,43.98
12697.png,78.98
60865.png,6.85
25748.png,86.38
54127.png,72.42
54337.png,69.49
58456.png,78.73
64638.png,89.58
31709.png,69.98
05078.png,80.14
40227.png,82.2
25781.png,86.18
15517.png,7.25
54038.png,87.09
39349.png,79.41
02432.png,92.92
67203.png,43.99
61154.png,63.22
04069.png,40.68
63795.png,66.57
16446.png,50.97
23082.png,60.11
17616.png,85.25
17098.png,61.95
66401.png,80.7
10255.png,23.92
64859.png,77.94
25432.png,65.02
25287.png,93.12
57398.png,87.16
50210.png,87.54
54494.png,89.25
68072.png,40.81
54169.png,91.21
28360.png,76.77
23766.png,76.52
67432.png,48.78
59884.png,54.3
65556.png,69.26
03877.png,68.5
50041.png,84.45
39504.png,90.15
33020.png,77.97
67136.png,55.67
09991.png,60.77
55487.png,4.82
09498.png,73.06
20874.png,67.0
62802.png,84.93
66737.png,59.76
38379.png,73.77
57887.png,20.1
41290.png,30.73
27730.png,64.1
65031.png,81.69
07495.png,31.44
09026.png,49.61
27670.png,67.04
46659.png,8.66
56561.png,47.0
58789.png,51.86
45576.png,67.81
16390.png,64.1
31160.png,51.05
19816.png,73.44
61907.png,58.56
65675.png,89.89
13177.png,64.17
38408.png,92.44
50232.png,30.2
52497.png,30.81
60696.png,34.17
42843.png,55.24
52233.png,88.1
34589.png,95.44
47492.png,19.65
47413.png,62.41
17461.png,32.94
66749.png,77.09
57523.png,64.08
06170.png,63.95
59447.png,71.6
60424.png,84.94
57499.png,56.56
38820.png,89.47
09798.png,83.78
27477.png,45.82
39594.png,50.22
55296.png,27.21
05240.png,81.25
34040.png,24.48
65050.png,54.73
09073.png,93.85
35616.png,67.4
23070.png,7.59
48445.png,74.45
05371.png,78.21
25187.png,19.19
12882.png,64.06
18415.png,70.04
06194.png,39.63
35397.png,45.43
05177.png,22.18
35674.png,19.36
01946.png,73.93
39243.png,74.6
55499.png,80.58
69966.png,80.99
39072.png,77.54
28710.png,61.93
02541.png,38.39
58196.png,38.03
12274.png,78.07
43607.png,26.66
66405.png,80.32
67941.png,53.9
07784.png,66.48
53417.png,73.78
39943.png,35.81
45400.png,70.82
57366.png,87.14
12236.png,69.0
43701.png,87.68
32552.png,54.57
43687.png,22.18
36513.png,60.43
07425.png,76.75
64039.png,35.45
16814.png,41.12
60132.png,73.72
68975.png,28.31
12160.png,80.71
23388.png,50.36
15385.png,88.58
68757.png,79.66
17186.png,44.61
51794.png,46.93
57594.png,66.21
42999.png,52.31
10203.png,66.42
53637.png,38.22
28403.png,4.3
19023.png,80.82
31046.png,74.87
08928.png,76.12
28016.png,44.12
31026.png,52.36
59825.png,59.2
52394.png,76.83
21591.png,91.78
40635.png,42.87
53501.png,61.0
33218.png,87.93
41025.png,50.42
29828.png,52.63
14410.png,92.06
07565.png,61.07
57846.png,34.23
22458.png,26.66
12002.png,84.1
42827.png,90.53
03653.png,41.93
47728.png,17.56
06233.png,17.88
42631.png,87.24
01948.png,58.61
27942.png,78.87
47372.png,92.6
25125.png,24.67
27454.png,66.72
34990.png,14.19
04957.png,85.33
32656.png,90.12
44730.png,67.05
18457.png,60.32
14056.png,71.1
26054.png,19.98
60204.png,53.96
07928.png,68.56
15104.png,67.98
28504.png,74.37
42557.png,43.14
65463.png,18.47
38165.png,85.82
29261.png,69.91
61207.png,65.03
62933.png,73.22
51522.png,53.45
44108.png,44.53
27001.png,44.84
02996.png,47.42
46122.png,57.95
29814.png,89.94
14816.png,82.1
59909.png,76.75
62629.png,69.95
49734.png,39.35
47355.png,34.32
04905.png,72.24
21212.png,70.94
20353.png,64.89
37936.png,73.48
30439.png,57.01
40235.png,66.57
59549.png,20.76
09328.png,70.7
63952.png,88.89
15443.png,69.36
65274.png,85.07
01531.png,82.3
12853.png,78.81
27404.png,63.76
13663.png,49.05
60324.png,76.07
35464.png,80.85
56171.png,35.46
25369.png,61.76
30505.png,70.67
35105.png,63.62
50416.png,83.37
60751.png,44.75
65015.png,7.09
52585.png,57.47
56600.png,57.09
08249.png,37.29
42641.png,67.36
56147.png,79.05
31270.png,9.33
41829.png,42.47
25558.png,72.02
65133.png,37.97
18207.png,85.03
09896.png,74.36
10018.png,81.03
57769.png,39.84
19197.png,84.09
39565.png,72.3
03133.png,20.25
45469.png,34.07
35224.png,43.36
31546.png,41.43
41503.png,22.73
40637.png,92.81
49607.png,42.52
44611.png,68.57
22539.png,22.37
17722.png,33.82
60270.png,77.61
40532.png,12.71
52184.png,25.02
40230.png,91.12
48092.png,60.46
27530.png,76.57
23920.png,58.99
04481.png,81.11
01154.png,52.84
22520.png,80.41
65594.png,71.19
66648.png,80.5
24862.png,88.66
41206.png,38.09
43405.png,90.02
63926.png,76.77
60586.png,83.37
48246.png,92.28
25552.png,54.08
14377.png,80.8
17935.png,67.68
04995.png,4.1
14562.png,48.68
20845.png,13.2
59851.png,33.82
51062.png,65.38
35971.png,73.63
09590.png,79.48
26729.png,74.39
51778.png,71.3
61776.png,48.67
27528.png,69.1
11938.png,66.37
38572.png,67.42
15742.png,83.58
57574.png,32.7
00991.png,47.56
37550.png,64.04
28436.png,76.74
00057.png,21.21
46434.png,49.87
65488.png,6.58
36975.png,63.31
04313.png,82.6
07315.png,72.41
10870.png,80.54
18625.png,58.27
55166.png,56.12
22794.png,70.67
16309.png,69.95
40655.png,47.69
33170.png,53.26
67774.png,74.42
63384.png,47.57
64505.png,50.52
11094.png,65.63
19481.png,67.11
62985.png,76.01
35370.png,76.33
13062.png,52.0
49948.png,55.3
20123.png,52.65
67164.png,19.46
59669.png,66.76
38794.png,88.19
12727.png,51.41
54230.png,31.9
44514.png,83.31
20419.png,5.85
06141.png,6.59
23710.png,91.14
12116.png,84.91
48612.png,54.43
61568.png,60.13
13024.png,96.12
29332.png,46.19
32761.png,81.8
21524.png,19.2
30595.png,1.52
27046.png,64.36
35439.png,69.59
39337.png,1.86
68238.png,46.22
03735.png,62.25
68672.png,85.01
55450.png,69.39
02262.png,81.74
65949.png,52.02
30370.png,78.84
43996.png,52.35
37740.png,55.1
24678.png,79.73
33025.png,88.83
43950.png,86.27
38493.png,57.62
31670.png,19.49
48305.png,50.3
00740.png,51.97
56457.png,95.84
17717.png,38.09
67785.png,68.97
50783.png,63.29
27573.png,20.43
62632.png,71.59
44046.png,53.79
28883.png,69.05
54095.png,46.26
67004.png,27.18
61968.png,42.68
65881.png,57.88
59520.png,25.36
17566.png,73.76
45621.png,34.15
23742.png,69.23
58036.png,91.41
46268.png,87.54
23297.png,78.74
65446.png,80.98
48594.png,93.67
38187.png,74.55
62779.png,4.75
59690.png,65.35
57487.png,23.57
41406.png,59.69
11769.png,79.74
41717.png,71.67
24847.png,87.23
36267.png,95.5
08819.png,48.61
46038.png,81.72
56277.png,76.31
54326.png,31.78
25633.png,65.05
11609.png,39.57
54328.png,67.36
12136.png,88.93
23394.png,77.08
09630.png,58.93
54795.png,80.12
18345.png,33.86
19863.png,69.31
35294.png,69.98
30343.png,52.06
01226.png,13.94
10820.png,25.3
25485.png,14.04
45423.png,28.81
64860.png,57.7
67804.png,79.42
46258.png,41.76
61926.png,39.31
06668.png,66.59
08195.png,15.42
07493.png,88.03
27631.png,87.48
34350.png,63.23
54951.png,63.98
40144.png,81.44
28551.png,53.81
29746.png,82.51
21690.png,69.74
17937.png,60.16
27843.png,40.26
09192.png,81.04
21666.png,86.5
22331.png,31.21
64709.png,77.25
46009.png,84.28
51621.png,26.2
38081.png,82.94
31870.png,55.42
17345.png,60.51
00993.png,4.93
60502.png,57.23
34289.png,23.57
35044.png,67.48
64721.png,73.51
06277.png,69.51
47251.png,52.08
02342.png,63.55
32365.png,55.39
00714.png,73.5
69377.png,51.56
01095.png,86.38
64915.png,83.05
39892.png,61.14
13413.png,88.27
38186.png,84.81
56661.png,20.13
50282.png,61.83
52417.png,73.56
60007.png,60.55
10800.png,42.86
45248.png,69.99
14791.png,82.07
61100.png,53.82
50843.png,89.68
51301.png,74.2
23192.png,74.93
55897.png,78.43
50139.png,9.09
49416.png,76.58
36822.png,83.31
53165.png,77.9
06835.png,75.33
39306.png,30.83
05266.png,22.91
67817.png,66.77
67459.png,32.02
35024.png,73.23
38715.png,51.81
20812.png,92.18
32460.png,62.85
23985.png,73.97
38894.png,81.51
42148.png,70.53
06009.png,53.81
16709.png,68.94
03918.png,73.29
49142.png,90.22
18045.png,90.63
25671.png,82.0
44449.png,28.93
36221.png,87.52
59621.png,43.25
22793.png,63.95
69113.png,84.16
39462.png,43.87
32083.png,88.14
05562.png,81.33
16512.png,78.76
12846.png,53.97
18142.png,70.04
69044.png,66.21
19014.png,76.85
26738.png,63.24
53495.png,14.97
47476.png,80.11
40166.png,28.26
03007.png,67.04
22733.png,84.64
41768.png,55.98
37228.png,33.93
08763.png,77.27
64137.png,68.92
40477.png,66.37
26372.png,84.1
20850.png,68.92
10471.png,40.78
38714.png,44.29
40560.png,67.32
00879.png,51.34
15633.png,91.56
61294.png,34.94
67177.png,53.99
55536.png,57.36
04555.png,80.14
51846.png,86.8
28299.png,38.61
25755.png,15.57
56914.png,93.06
56402.png,79.32
40245.png,62.1
51053.png,21.13
27315.png,19.13
23848.png,88.0
47944.png,54.32
37923.png,44.63
24212.png,75.04
41201.png,89.84
01213.png,71.55
59001.png,36.74
57591.png,78.48
21930.png,32.44
62467.png,61.09
47601.png,53.31
27236.png,34.17
63048.png,20.74
39422.png,38.37
33259.png,27.79
28674.png,68.19
69422.png,94.29
29219.png,93.51
62102.png,80.36
05221.png,11.77
09360.png,65.74
35256.png,8.28
00278.png,73.74
40067.png,42.81
42606.png,11.83
60807.png,46.7
54487.png,69.69
66867.png,90.48
39048.png,50.62
25474.png,73.37
05334.png,76.51
52680.png,92.02
54072.png,74.77
13993.png,48.87
11081.png,71.61
58117.png,81.44
10292.png,13.87
30184.png,82.84
22430.png,75.43
02167.png,63.68
43999.png,26.96
03922.png,79.05
15254.png,17.06
19712.png,43.97
25481.png,69.44
46397.png,64.25
16274.png,86.88
16441.png,73.77
00607.png,27.53
59411.png,88.62
41131.png,19.31
31829.png,92.65
55162.png,85.0
57582.png,67.63
69332.png,29.71
03480.png,74.97
67666.png,75.97
15116.png,81.35
24750.png,84.13
04378.png,9.38
12529.png,89.14
44369.png,73.69
46687.png,78.81
25317.png,88.46
30474.png,87.23
53065.png,76.85
60528.png,68.83
03142.png,37.29
01076.png,92.6
02649.png,63.47
62696.png,65.12
38058.png,45.73
55600.png,58.02
13876.png,15.2
55886.png,92.03
41967.png,90.4
09356.png,74.9
24970.png,57.75
68513.png,51.05
08736.png,80.67
50656.png,53.59
69076.png,49.42
16639.png,77.97
66357.png,50.47
68850.png,85.17
62521.png,44.91
23360.png,21.48
21135.png,9.55
69285.png,67.48
38509.png,64.95
17401.png,10.09
37624.png,36.73
28157.png,45.42
09563.png,78.32
37233.png,87.07
24531.png,46.77
56129.png,44.11
38034.png,74.45
01502.png,54.35
49128.png,63.8
27026.png,84.22
02122.png,55.7
30699.png,68.8
29177.png,48.45
64420.png,93.63
55997.png,7.13
28149.png,58.09
60301.png,58.03
15171.png,67.0
54511.png,64.05
59425.png,25.07
00184.png,72.66
68310.png,94.04
57853.png,72.96
18336.png,26.36
56777.png,83.71
42948.png,70.11
14542.png,90.08
65054.png,88.62
44249.png,23.85
23879.png,81.25
35504.png,53.49
24395.png,78.88
01900.png,15.28
45854.png,78.22
13085.png,63.79
05889.png,91.58
61236.png,89.64
58217.png,70.2
69952.png,55.5
69674.png,81.03
07039.png,79.38
48355.png,40.69
37130.png,85.53
19620.png,90.16
09886.png,66.9
51022.png,24.25
42209.png,77.02
64682.png,94.33
52751.png,45.22
23405.png,43.24
21321.png,82.2
49170.png,66.44
63196.png,51.2
11017.png,87.24
12936.png,69.07
41437.png,41.51
20994.png,59.75
69387.png,16.16
15643.png,85.22
42554.png,53.92
58828.png,72.06
07646.png,94.46
03105.png,69.63
37681.png,70.8
01464.png,87.64
00246.png,80.42
67066.png,83.92
41890.png,50.62
69911.png,37.21
00027.png,34.27
01201.png,69.83
03379.png,43.85
68807.png,88.13
32410.png,69.17
05171.png,46.48
41255.png,64.94
22147.png,71.65
41232.png,55.78
19583.png,71.89
50515.png,35.77
45650.png,45.13
19155.png,31.21
66647.png,50.31
39334.png,92.44
41037.png,53.0
23122.png,78.37
30429.png,45.72
34745.png,45.77
69654.png,75.22
07037.png,83.77
10408.png,72.12
51493.png,16.02
31446.png,68.97
65977.png,82.28
31697.png,32.34
59576.png,45.72
66741.png,76.09
18957.png,64.82
23352.png,60.18
52175.png,86.24
16229.png,56.01
46905.png,63.61
40865.png,64.22
59570.png,46.4
46483.png,21.67
31510.png,66.69
31732.png,39.79
08307.png,30.76
01417.png,86.02
52076.png,69.07
53551.png,82.54
61730.png,35.43
35468.png,86.78
62212.png,59.9
46711.png,24.87
17080.png,83.57
18373.png,38.99
08376.png,76.82
11729.png,76.88
55883.png,83.67
65252.png,43.71
61660.png,59.3
03182.png,24.63
14354.png,83.48
16387.png,21.98
22905.png,77.33
05649.png,84.95
61128.png,84.4
22654.png,78.29
08037.png,86.24
12701.png,66.75
60259.png,79.34
54462.png,65.58
67649.png,55.76
46694.png,84.65
02793.png,43.99
21644.png,63.83
51312.png,90.1
28946.png,37.62
38142.png,72.47
56075.png,91.72
49235.png,52.01
58691.png,65.11
40451.png,87.16
51622.png,51.77
45833.png,72.0
05916.png,50.07
22676.png,19.66
37010.png,19.63
52795.png,59.06
23682.png,29.02
23822.png,49.69
42693.png,61.59
17831.png,83.55
35341.png,81.36
13439.png,92.47
67009.png,69.19
23813.png,76.21
07418.png,88.59
32368.png,11.1
66305.png,86.37
21104.png,4.06
43854.png,57.81
54246.png,42.61
60354.png,6.58
31772.png,78.85
22832.png,34.93
40998.png,87.47
29766.png,91.46
47152.png,73.58
17721.png,44.7
03688.png,43.37
66303.png,36.37
42108.png,93.68
05819.png,95.23
07621.png,73.8
69683.png,80.96
56486.png,29.0
66154.png,28.22
60302.png,68.37
55317.png,83.92
18276.png,75.21
52647.png,65.84
36238.png,74.76
43466.png,73.82
68924.png,85.06
16603.png,81.55
01266.png,87.49
30999.png,86.87
63265.png,79.94
66690.png,31.88
13882.png,72.93
27310.png,45.95
53174.png,30.97
03533.png,93.97
35803.png,71.92
15999.png,56.12
44740.png,21.59
53078.png,53.96
62495.png,26.53
00087.png,50.09
51253.png,25.07
60047.png,69.64
10122.png,51.04
39788.png,76.13
14193.png,46.24
08165.png,38.83
57260.png,88.53
25103.png,59.66
50036.png,72.94
44422.png,35.51
53920.png,74.1
41542.png,65.53
64621.png,60.76
32052.png,87.48
61227.png,23.72
67350.png,49.67
20959.png,77.73
39353.png,56.45
44600.png,74.96
57322.png,31.73
38627.png,75.08
18257.png,91.63
55512.png,72.18
08938.png,69.23
03313.png,66.25
15074.png,65.16
25847.png,66.46
22254.png,73.56
23016.png,63.82
69891.png,72.75
54258.png,16.23
55567.png,94.97
46758.png,39.58
11117.png,66.04
50225.png,59.13
56562.png,73.11
62771.png,66.93
63675.png,9.55
25313.png,90.67
46605.png,71.8
56619.png,76.63
23974.png,31.14
23053.png,45.87
56793.png,22.92
52576.png,59.11
12118.png,21.84
08987.png,44.38
33337.png,76.68
43178.png,91.7
29511.png,15.64
02199.png,79.79
30790.png,54.94
27602.png,79.24
30455.png,26.96
13754.png,15.54
54193.png,56.18
60674.png,66.06
49583.png,21.75
07679.png,57.08
34676.png,65.82
42384.png,67.01
61016.png,33.92
01139.png,66.23
64046.png,68.06
42158.png,89.47
12877.png,55.06
57212.png,76.77
63461.png,67.2
69690.png,19.6
50869.png,77.42
35327.png,90.1
02947.png,48.35
58125.png,26.38
59363.png,39.2
51590.png,52.79
52575.png,73.35
42218.png,89.88
14765.png,67.93
01962.png,44.12
26640.png,53.38
23519.png,25.71
22099.png,55.06
65128.png,56.59
10252.png,67.04
34272.png,77.13
23501.png,28.6
25845.png,62.58
43360.png,22.3
36032.png,52.27
24912.png,78.9
12911.png,73.23
36571.png,84.11
67762.png,42.4
19128.png,33.78
40398.png,57.43
00281.png,60.88
51009.png,88.53
21219.png,77.56
62584.png,83.24
38610.png,81.21
67686.png,71.45
54630.png,47.49
52216.png,49.16
17048.png,88.35
48438.png,4.37
05847.png,76.84
32202.png,79.89
56724.png,74.73
69652.png,76.61
21504.png,54.03
44909.png,80.34
51057.png,1.38
27554.png,43.65
18853.png,61.01
25987.png,66.56
51783.png,17.72
04137.png,68.17
09770.png,76.76
49333.png,79.16
37429.png,40.17
09930.png,1.48
14825.png,67.66
49564.png,70.16
66763.png,54.84
27447.png,61.23
52997.png,36.95
62379.png,7.01
67723.png,6.54
65407.png,90.67
50697.png,86.23
58573.png,70.54
18217.png,46.81
13603.png,65.21
36974.png,85.44
31508.png,61.0
50437.png,80.93
60639.png,83.86
03247.png,17.21
24940.png,59.62
19695.png,81.88
53527.png,10.59
18613.png,65.18
25241.png,71.24
05311.png,25.55
56114.png,74.28
03338.png,71.77
52969.png,53.33
54148.png,15.98
31268.png,53.68
47661.png,72.5
46896.png,50.0
41935.png,69.55
40183.png,90.94
36684.png,45.63
59430.png,38.33
32780.png,68.63
10075.png,41.66
65259.png,90.32
25686.png,76.46
43517.png,56.21
06634.png,52.31
62404.png,79.61
03666.png,58.74
50187.png,80.5
12325.png,66.19
08722.png,27.42
21684.png,73.09
05002.png,21.12
20595.png,53.82
55846.png,81.49
62457.png,59.62
10024.png,61.48
44943.png,79.54
26476.png,20.29
32323.png,42.93
57071.png,8.3
57906.png,27.52
14230.png,4.2
17736.png,18.89
56658.png,90.7
33262.png,88.32
36123.png,76.08
42623.png,77.47
19394.png,82.66
23713.png,46.81
34666.png,74.28
15227.png,42.91
08560.png,72.73
27935.png,65.15
36302.png,59.44
46160.png,40.46
04534.png,68.9
55315.png,74.73
35549.png,90.31
32986.png,83.65
35543.png,63.75
01768.png,49.43
65348.png,60.92
30093.png,62.25
69475.png,71.51
65914.png,58.49
12425.png,72.96
65843.png,76.54
17564.png,61.63
12096.png,81.74
58292.png,77.14
20774.png,63.38
40389.png,44.86
47894.png,39.04
26221.png,90.24
06940.png,77.58
03450.png,60.21
06982.png,6.92
28542.png,78.1
44811.png,72.75
07689.png,88.18
08409.png,63.34
39222.png,33.19
02202.png,78.67
43265.png,53.43
51466.png,82.14
13405.png,16.2
48399.png,29.53
26023.png,68.99
38600.png,81.26
54676.png,56.01
39297.png,58.44
35576.png,72.12
42059.png,38.79
27032.png,74.07
49879.png,25.52
59175.png,17.86
55222.png,44.18
29876.png,69.23
64655.png,53.53
57319.png,11.54
07755.png,71.62
07407.png,34.8
00878.png,77.27
19679.png,53.36
22540.png,45.98
53066.png,95.76
45767.png,76.06
38873.png,16.87
19173.png,91.13
68788.png,81.05
50026.png,92.01
64336.png,9.44
07769.png,78.23
34173.png,41.65
39152.png,81.37
05312.png,36.09
57177.png,41.01
04210.png,32.31
51965.png,50.63
53540.png,76.39
13503.png,83.56
66503.png,74.91
43375.png,59.43
04059.png,91.1
47404.png,21.71
46081.png,26.95
61114.png,67.04
35902.png,67.29
20187.png,35.69
18902.png,9.47
17574.png,92.07
18795.png,65.78
45830.png,75.09
67157.png,79.42
07300.png,54.46
04690.png,78.81
31928.png,23.76
67214.png,88.64
33393.png,70.17
15993.png,19.86
27836.png,49.83
39233.png,38.28
49450.png,55.13
41570.png,69.77
27036.png,60.64
08783.png,85.55
47928.png,84.02
30748.png,52.8
